semester,number of clusters,cluster id,users in each cluster,unique institutions,institution list
,,34,19,0,[]
,,35,19,0,[]
,,36,19,0,[]
,,37,19,1,['universidad politÃ©cnica de madrid']
,,38,19,8,"['purdue university', 'university of pennsylvania', 'university of southern california', 'temple university', 'university of colorado boulder', 'university of illinois at urbana-champaign', 'north carolina state university', 'Shoreline Community College']"
,,39,18,1,['new york university']
,,40,18,1,['arizona state university']
,,41,18,3,"['colorado school of mines', 'mcgill university', 'clarkson university']"
,,42,18,2,"['Norfolk State University', 'georgia southern university']"
,,43,17,4,"['depaul college prep', 'community consolidated high school district 230', 'glenbrook high school district 225', 'university of illinois at urbana-champaign']"
,,44,16,1,"['university of california, san diego']"
,,45,16,0,[]
,,46,16,1,['graz university of technology']
,,47,16,3,"['shinshu university', 'bayer materialscience', ""universitÃ© d'aix-marseille""]"
,,48,15,0,[]
,,49,14,0,[]
,,50,14,1,['binghamton university']
,,51,14,0,[]
,,52,14,3,"['universitÃ© de sherbrooke', 'Harvard University', 'stevens institute of technology']"
,,53,13,3,"['boise state university', 'Oakland University', 'university of exeter']"
,,54,13,1,['massachusetts institute of technology (mit)']
,,55,13,2,"['indiana university school of medicine', 'iupui']"
,,56,13,0,[]
,,57,13,1,['boise state university']
,,58,13,5,"['purdue university', 'northwestern university', 'university of vermont', 'university of wisconsin-madison', 'north carolina state university']"
,,59,12,1,['politecnico di milano']
,,60,12,3,"['university of illinois at urbana-champaign', 'Alfred University', 'missouri s&t']"
,,61,12,1,['purdue university']
,,62,12,4,"['northwestern university', 'rice university', 'University of New Hampshire Main Campus', 'washington university in st. louis']"
,,63,12,4,"['the university of texas at el paso', 'arizona state university', 'vellore institute of technology', 'university of houston']"
,,64,11,0,[]
,,65,11,0,[]
,,66,11,1,['purdue university']
,,67,11,3,"['universidad simÃ³n bolÃ\xadvar', 'university of minnesota', 'university of sheffield']"
,,68,11,1,['graz university of technology']
,,69,11,2,"['fujitsu', 'purdue university']"
,,70,10,1,['arizona state university']
,,71,10,0,[]
,,72,10,2,"['lehigh university', 'purdue university']"
,,73,9,3,"['Keck Graduate Institute', 'boise state university', 'michigan technological university']"
,,74,9,1,['university of massachusetts amherst']
,,75,9,1,['University of Wisconsin Platteville']
,,76,9,1,['purdue university']
,,77,8,1,['dalhousie university']
,,78,8,1,['boise state university']
,,79,8,1,['university of bologna']
,,80,8,1,['Augustana College']
,,81,8,0,[]
,,82,8,1,['kybecca']
,,83,8,1,['duke university']
,,84,8,2,"['universidad eafit', 'university of missouri']"
,,85,8,0,[]
,,86,8,0,[]
,,87,7,0,[]
,,88,7,0,[]
,,89,7,2,"['brno university of technology', 'seznam.cz']"
,,90,7,1,['vesim - vivekanand institute of management studies and research']
,,91,7,0,[]
,,92,7,1,['universidad de mÃ¡laga']
,,93,7,0,[]
,,94,7,1,"['california state university, fullerton']"
,,95,7,4,"['purdue university', 'the ohio state university', 'cornell university', 'university of florida']"
,,96,7,1,['tennessee technological university']
,,97,7,0,[]
,,98,7,3,"['boise state university', 'massachusetts institute of technology (mit)', 'universitatea ovidius din constanta']"
,,99,7,2,"['peregrine semiconductor', 'doublevee']"
,,100,7,1,['university of florida']
,,101,6,0,[]
,,102,6,1,['purdue university']
,,103,6,0,[]
,,104,6,0,[]
,,105,6,0,[]
,,106,6,0,[]
,,107,6,1,['sri sathya sai institute of higher learning']
,,108,6,2,"['national research council canada', 'louisiana tech university']"
,,109,6,1,['southern illinois university']
,,110,6,3,"['university of central florida', 'university of alberta', 'kaunas university of technology']"
,,111,6,1,['University of Nebraska at Omaha']
,,112,6,1,['ucla']
,,113,6,1,['arizona state university']
,,114,6,1,['american university in cairo']
,,115,6,2,"['university of florida', 'florida state university']"
,,116,6,1,['Harvard University']
,,117,6,1,['vesim - vivekanand institute of management studies and research']
,,118,5,0,[]
,,119,5,2,"['Wheaton College', 'university of connecticut']"
,,120,5,3,"['Norfolk State University', 'new york university', 'university of twente']"
,,121,5,2,"['north carolina state university', 'johns hopkins university']"
,,122,5,1,['rice university']
,,123,5,1,['purdue university']
,,124,5,3,"['scuola normale superiore', 'tufts university', 'university of wisconsin-madison']"
,,125,5,0,[]
,,126,5,2,"['University of Alabama in Huntsville', 'university of maryland']"
,,127,5,3,"['durham university', 'the university of texas at arlington', 'purdue university']"
,,128,5,1,['mcgill university']
,,129,5,1,['brown university']
,,130,5,1,['texas a&m university']
,,131,5,1,['university of massachusetts amherst']
,,132,5,2,"['tu delft', 'ned university of engineering & technology, karachi']"
,,133,5,1,"['california state university, fullerton']"
,,134,5,3,"['uc davis', 'purdue university', 'north carolina state university']"
,,135,5,1,['purdue university']
,,136,5,1,['north carolina state university']
,,137,5,0,[]
,,138,5,2,"['purdue university', 'cornell university']"
,,139,5,1,['seznam.cz']
,,140,5,0,[]
,,141,5,0,[]
,,142,5,1,['Harvard University']
,,143,5,3,"['indian institute of technology, gandhinagar', 'university of calgary', 'massachusetts institute of technology (mit)']"
,,144,5,1,"['california state university, fullerton']"
,,145,5,0,[]
,,146,5,0,[]
,,147,5,1,['arizona state university']
,,148,5,0,[]
,,149,5,0,[]
,,150,5,1,['university of liverpool']
,,151,5,1,['university of wisconsin-madison']
fall2017,160,1,391,15,"['the university of texas at el paso', 'university of new mexico', 'cairo university', 'university of massachusetts amherst', 'Harvard University', 'housing.com', 'Southern Methodist University', 'columbia university in the city of new york', 'university of waterloo', 'tennessee technological university', 'massachusetts institute of technology (mit)', 'purdue university', 'unsw', 'university of connecticut', 'seoul national university']"
,,2,187,7,"['Georgia State University', 'uc davis', 'vesim - vivekanand institute of management studies and research', 'epfl (Ã©cole polytechnique fÃ©dÃ©rale de lausanne)', 'purdue university', 'Texas Tech University', 'georgia institute of technology']"
,,3,149,20,"['eth zurich', 'purdue university', 'university of hamburg', 'University of Arizona', 'rice university', 'university of new mexico', 'vanderbilt university', 'universidad de los andes', 'university of notre dame', 'university of padova', 'the ohio state university', 'University of North Dakota', 'university of houston', 'university of southern california', 'university of massachusetts amherst', 'northwestern university', 'university of michigan', 'the university of texas at el paso', 'university of pennsylvania', 'lahore university of management sciences']"
,,4,79,1,['university of illinois at urbana-champaign']
,,5,70,4,"['university of washington, program on the environment', 'university of reading', 'sevenoaks fencing', 'South Dakota School of Mines and Technology']"
,,6,55,2,"['national science foundation', 'national chiao tung university']"
,,7,54,2,"['university of illinois at urbana-champaign', 'eaton']"
,,8,54,2,"['george mason university', 'university of texas at dallas']"
,,9,51,2,"['american university in cairo', 'massachusetts institute of technology (mit)']"
,,10,50,5,"['citrine informatics', 'The University of Tennessee Knoxville', 'missouri s&t', 'University of Wisconsin La Crosse', 'university of illinois at urbana-champaign']"
,,11,48,1,['university of florida']
,,12,48,4,"['stanford university', 'university of udine', 'kth royal institute of technology', 'universidad nacional de colombia']"
,,13,45,1,['arizona state university']
,,14,45,4,"['boise state university', 'Humboldt State University', 'missouri s&t', 'missouri state university']"
,,15,43,1,['purdue university']
,,16,38,1,['the university of hong kong']
,,17,38,2,"['california state university, fullerton', 'duke university']"
,,18,38,0,[]
,,19,34,2,"['purdue university', 'university of massachusetts amherst']"
,,20,34,1,['university of illinois at urbana-champaign']
,,21,34,2,"['university of maryland baltimore county', 'american university in cairo']"
,,22,33,1,['purdue university']
,,23,32,0,[]
,,24,31,3,"['southern illinois university', 'aist', 'vellore institute of technology']"
,,25,29,2,"['purdue university', 'universidad de los andes']"
,,26,28,0,[]
,,27,26,1,['university of waterloo']
,,28,25,4,"['ucla', 'istanbul technical university', 'university of udine', 'university of modena and reggio emilia']"
,,29,25,0,[]
,,30,25,1,['university of florida']
,,31,24,2,"['boise state university', 'wyakin warrior foundation']"
,,32,24,1,['national science foundation']
,,33,23,1,['university of portland']
,,34,22,1,['university of sheffield']
,,35,22,2,"['universidad de los andes', 'massachusetts institute of technology (mit)']"
,,36,22,6,"['aim professional group', 'oregon state university', 'Southern Methodist University', 'northwestern university', 'texas a&m university', 'georgia institute of technology']"
,,37,21,2,"['hkust', 'university of utah']"
,,38,21,1,['purdue university']
,,39,20,0,[]
,,40,20,3,"['purdue university', 'yonsei university', 'university of sheffield']"
,,41,20,0,[]
,,42,19,3,"['southern illinois university', 'kent denver school', 'massachusetts institute of technology (mit)']"
,,43,19,1,['columbia university in the city of new york']
,,44,19,0,[]
,,45,18,1,['university of florida']
,,46,18,2,"['california state university, fullerton', 'duke university']"
,,47,17,1,['university of illinois at urbana-champaign']
,,48,17,1,['villanova university']
,,49,17,0,[]
,,50,17,2,"['uc berkeley', 'lawrence berkeley national laboratory']"
,,51,16,5,"['michigan technological university', 'university of new mexico', 'university of houston', 'boston university', 'purdue university']"
,,52,16,4,"['ucla', 'university of udine', 'purdue university', 'american university in cairo']"
,,53,15,0,[]
,,54,15,0,[]
,,55,15,3,"['yahoo', 'university of south florida', 'university of york']"
,,56,15,4,"['purdue university', 'northwestern university', 'cornell university', 'university of washington, program on the environment']"
,,57,14,0,[]
,,58,14,0,[]
,,59,14,2,"['graz university of technology', 'cairo university']"
,,60,14,3,"['masdar institute of science and technology', 'university of maryland', 'university of waterloo']"
,,61,13,1,['arizona state university']
,,62,13,1,['university of salerno']
,,63,13,2,"['the university of british columbia', 'purdue university']"
,,64,13,1,['the university of texas at austin']
,,65,13,0,[]
,,66,12,0,[]
,,67,12,0,[]
,,68,12,1,['aist']
,,69,12,2,"['north carolina state university', 'uc merced']"
,,70,11,0,[]
,,71,11,5,"['arizona state university', 'technical university of denmark', 'banaras hindu university', 'university of florida', 'purdue university']"
,,72,11,1,['universidad politÃ©cnica de madrid']
,,73,11,4,"['university of notre dame', 'sabanci university', 'istanbul technical university', 'university of illinois at urbana-champaign']"
,,74,11,1,['purdue university']
,,75,11,4,"['kth royal institute of technology', 'clemson university', 'aim professional group', 'the university of texas at austin']"
,,76,11,3,"['peking university', 'michigan technological university', 'park hill school district']"
,,77,11,0,[]
,,78,10,2,"['wabash college', 'cathedral high school']"
,,79,10,1,['boise state university']
,,80,10,0,[]
,,81,10,3,"['Norfolk State University', 'university of wisconsin-madison', 'university of waterloo']"
,,82,10,0,[]
,,83,9,0,[]
,,84,9,1,['southern illinois university']
,,85,9,1,['purdue university']
,,86,9,2,"['national science foundation', 'missouri state university']"
,,87,9,0,[]
,,88,9,4,"['princeton university', 'technische universitÃ¤t mÃ¼nchen', 'nasa', 'uc davis']"
,,89,8,3,"['universitÃ¤t bonn', 'vertex pharmaceuticals', 'university of padova']"
,,90,8,2,"['massachusetts institute of technology (mit)', 'Harvard University']"
,,91,8,0,[]
,,92,8,0,[]
,,93,8,2,"['ecole centrale paris', 'northwestern university']"
,,94,8,0,[]
,,95,8,1,['department werkstoffwissenschaften der friedrich-alexander-universitÃ¤t erlangen-']
,,96,8,3,"['university of bremen', 'university of south carolina', 'university of vermont']"
,,97,8,1,['kth royal institute of technology']
,,98,8,3,"['university of utah', 'new york university', 'university of sheffield']"
,,99,8,0,[]
,,100,7,1,['vesim - vivekanand institute of management studies and research']
,,101,7,1,['skolkovo institute of science and technology']
,,102,7,1,['the university of texas at austin']
,,103,7,1,['harvey mudd college']
,,104,7,1,['universidad de los andes']
,,105,7,0,[]
,,106,7,1,['vesim - vivekanand institute of management studies and research']
,,107,7,1,['Grand Valley State University']
,,108,7,0,[]
,,109,7,0,[]
,,110,7,1,['university of illinois at urbana-champaign']
,,111,7,4,"['Norfolk State University', 'cern', 'tsinghua university', 'purdue university']"
,,112,7,0,[]
,,113,7,0,[]
,,114,7,1,['hiroshima university']
,,115,7,1,['cern']
,,116,6,0,[]
,,117,6,2,"['graz university of technology', 'university of massachusetts amherst']"
,,118,6,0,[]
,,119,6,0,[]
,,120,6,0,[]
,,121,6,0,[]
,,122,6,1,['arizona state university']
,,123,6,0,[]
,,124,6,2,"['university of kentucky', 'michigan technological university']"
,,125,6,1,['lawrence berkeley national laboratory']
,,126,6,2,"['arizona state university', 'university of nevada las vegas']"
,,127,6,1,['purdue university']
,,128,6,2,"['purdue university', 'indiana university school of medicine']"
,,129,6,2,"['university of minnesota', 'university of delaware']"
,,130,6,1,"['indian institute of technology, bombay']"
,,131,6,1,['the ohio state university']
,,132,6,2,"['beijing normal university', 'university of illinois at urbana-champaign']"
,,133,5,3,"['arizona state university', 'ita', 'purdue university']"
,,134,5,0,[]
,,135,5,1,['stony brook university']
,,136,5,1,['southern illinois university']
,,137,5,1,['university of florida']
,,138,5,0,[]
,,139,5,1,['vesim - vivekanand institute of management studies and research']
,,140,5,2,"['purdue university', 'arizona state university']"
,,141,5,1,['university of massachusetts amherst']
,,142,5,1,['wabash college']
,,143,5,0,[]
,,144,5,2,"['elettra sincrotrone trieste', 'Manhattan College']"
,,145,5,1,['uc berkeley']
,,146,5,1,['vesim - vivekanand institute of management studies and research']
,,147,5,1,['icm warsaw university']
,,148,5,1,"['university of california, riverside']"
,,149,5,0,[]
,,150,5,0,[]
,,151,5,0,[]
,,152,5,1,['shinshu university']
,,153,5,3,"['san diego state university', 'seznam.cz', 'university of california, riverside']"
,,154,5,2,"['columbia university in the city of new york', 'uc berkeley']"
,,155,5,1,['university of illinois at urbana-champaign']
,,156,5,0,[]
,,157,5,0,[]
,,158,5,1,['university of cambridge']
,,159,5,0,[]
,,160,5,2,"['University of Akron Main Campus', 'university of delaware']"
spring2018,171,1,244,11,"['university of illinois at urbana-champaign', 'california state university, fullerton', 'kth royal institute of technology', 'universitÃ© laval', 'rutgers university', 'university of bristol', 'air force institute of technology', 'north carolina state university', 'carleton university', 'dilem', 'the ohio state university']"
,,2,154,7,"['university of illinois at urbana-champaign', 'the university of texas at el paso', 'university of granada', 'stanford university', 'university of minnesota', 'universidad de cÃ³rdoba', 'northeastern university bouvÃ© college of health sciences school of nursing']"
,,3,129,14,"['goodrich', 'university of kentucky', 'Grand Valley State University', 'mcgill university', 'university of minnesota', 'university of pittsburgh', 'the university of british columbia', 'a g groome & associates', 'ieee', 'university of massachusetts amherst', 'West Virginia University', 'universitÃ© laval', 'cirris systems corp', 'university of utah']"
,,4,91,13,"['purdue university', 'northwestern university', 'university of washington, program on the environment', 'university of chicago', 'iowa state university', 'florida international university', 'pulse for integrated solutions', 'georgia institute of technology', 'university of central florida', 'stony brook university', 'auburn university', 'indian institute of technology, bhubaneswar', 'university of dundee']"
,,5,90,2,"['purdue university', 'general motors']"
,,6,87,14,"['university of south florida', 'georgia institute of technology', 'unsw', 'Humboldt State University', 'The University of Alabama', 'universidad de los andes', 'university of cincinnati', 'university of massachusetts amherst', 'University of Nevada Reno', 'louisiana state university', 'penn state university', 'carnegie mellon university', 'ecam lyon', 'seznam.cz']"
,,7,79,2,"['the university of texas at el paso', 'iiit delhi']"
,,8,79,9,"['Oakland University', 'cornell university', 'rice university', 'university of pennsylvania', 'insa toulouse', 'carnegie mellon university', 'omnivision technologies, inc.', 'university of the philippines', 'arizona state university']"
,,9,68,3,"['university of illinois at urbana-champaign', 'lehigh university', 'uc berkeley']"
,,10,61,13,"['the catholic university of america', 'university of minnesota', 'northwestern university', 'university of waterloo', 'purdue university', 'institute of physics', 'colorado school of mines', 'university of wisconsin-madison', 'illinois institute of technology', 'Chicago State University', 'university of sheffield', 'rutgers university', 'universiti tunku abdul rahman (utar)']"
,,11,46,4,"['university of illinois at urbana-champaign', 'uc merced', 'universidad de zaragoza', 'university of memphis']"
,,12,45,1,['university of florida']
,,13,39,1,['arizona state university']
,,14,38,1,['vanderbilt university']
,,15,38,0,[]
,,16,36,1,['north carolina state university']
,,17,32,3,"['duke university', 'university of delaware', 'University of Arizona']"
,,18,31,1,['university of illinois at urbana-champaign']
,,19,31,1,['rensselaer polytechnic institute']
,,20,31,3,"['arizona state university', 'lahore university of management sciences', 'comsats institute of information and technology']"
,,21,30,2,"['university of sheffield', 'peking university']"
,,22,27,1,['universidad nacional mayor de san marcos']
,,23,27,2,"['california state university, fullerton', 'purdue university']"
,,24,26,1,['vesim - vivekanand institute of management studies and research']
,,25,24,0,[]
,,26,24,0,[]
,,27,24,1,['purdue university']
,,28,23,0,[]
,,29,22,2,"['uc davis', 'university of washington, program on the environment']"
,,30,22,3,"['helmholtz zentrum berlin', 'purdue university', 'dalhousie university']"
,,31,22,3,"['masdar institute of science and technology', 'purdue university', 'university of pittsburgh']"
,,32,21,1,['purdue university']
,,33,20,3,"['purdue university', 'universidad de los andes', 'corning incorporated']"
,,34,20,3,"['Norfolk State University', 'purdue university', 'kaust']"
,,35,20,1,['purdue university']
,,36,19,3,"['university of illinois at urbana-champaign', 'university of sheffield', 'carnegie mellon university']"
,,37,18,0,[]
,,38,17,8,"['arizona state university', 'university of michigan', 'university of florida', 'University of Louisiana at Lafayette', 'university of illinois at urbana-champaign', 'texas a&m university', 'colorado school of mines', 'university of memphis']"
,,39,17,1,['binghamton university']
,,40,17,1,['graz university of technology']
,,41,17,4,"['university of connecticut', 'cornell university', 'university of naples federico ii', 'georgia institute of technology']"
,,42,16,1,['boise state university']
,,43,16,1,['uc berkeley']
,,44,16,2,"['massachusetts institute of technology (mit)', 'arizona state university']"
,,45,16,0,[]
,,46,16,3,"['stanford university', 'university of illinois at urbana-champaign', 'villanova university']"
,,47,15,1,['purdue university']
,,48,15,0,[]
,,49,15,3,"['missouri state university', 'university of south carolina', 'university of toronto']"
,,50,15,2,"['southern illinois university', 'university of connecticut']"
,,51,15,1,['vesim - vivekanand institute of management studies and research']
,,52,15,1,['Oakland University']
,,53,15,3,"['university of florida', 'uc berkeley', 'arizona state university']"
,,54,15,1,['university of michigan']
,,55,15,1,['politecnico di torino']
,,56,14,7,"['arizona state university', 'syracuse university', 'university of arkansas', 'miami university', 'indiana university', 'california state university, fullerton', 'university of utah']"
,,57,14,2,"['university of illinois at urbana-champaign', 'University of the Pacific']"
,,58,13,1,['arizona state university']
,,59,13,0,[]
,,60,13,1,['university of massachusetts amherst']
,,61,13,3,"['purdue university', 'university of illinois at urbana-champaign', 'university of utah']"
,,62,13,1,['georgia institute of technology']
,,63,12,1,['duke university']
,,64,12,1,['University of Missouri Kansas City']
,,65,12,0,[]
,,66,12,1,['purdue university']
,,67,12,0,[]
,,68,12,1,['vesim - vivekanand institute of management studies and research']
,,69,12,1,['university of canterbury']
,,70,12,1,['vesim - vivekanand institute of management studies and research']
,,71,12,1,['new york university']
,,72,11,0,[]
,,73,11,1,['massachusetts institute of technology (mit)']
,,74,11,0,[]
,,75,11,3,"['mcgill university', 'a g groome & associates', 'university of michigan']"
,,76,11,0,[]
,,77,10,0,[]
,,78,10,0,[]
,,79,10,4,"['massachusetts institute of technology (mit)', 'Howard University', 'university of kentucky', 'ntnu']"
,,80,10,1,['university of minnesota']
,,81,10,3,"['iiit delhi', 'uc berkeley', 'university of puerto rico']"
,,82,10,3,"['fer', 'freescale semiconductor', 'the university of texas at el paso']"
,,83,10,2,"['the university of texas at el paso', 'universidad de santiago de compostela']"
,,84,9,1,['university of vermont']
,,85,9,1,['uc davis']
,,86,9,1,['icm warsaw university']
,,87,9,1,['uc davis']
,,88,9,0,[]
,,89,9,0,[]
,,90,9,1,['purdue university']
,,91,9,3,"['auburn university', 'university of arkansas', 'rensselaer polytechnic institute']"
,,92,8,0,[]
,,93,8,0,[]
,,94,8,0,[]
,,95,8,0,[]
,,96,8,0,[]
,,97,8,3,"['cairo university', 'arizona state university', 'Chicago State University']"
,,98,8,0,[]
,,99,8,0,[]
,,100,8,1,['franklin & marshall college']
,,101,8,2,"['university of bristol', 'University of Nevada Reno']"
,,102,8,5,"['university of illinois at urbana-champaign', 'rice university', 'texas a&m university', 'The University of Tennessee Knoxville', 'stony brook university']"
,,103,8,1,['new york university']
,,104,8,1,['graz university of technology']
,,105,8,1,['stanford university']
,,106,8,1,['university of illinois at urbana-champaign']
,,107,8,2,"['universitÃ© de sherbrooke', 'ufscar']"
,,108,8,2,"['purdue university', 'brno university of technology']"
,,109,7,1,['graz university of technology']
,,110,7,0,[]
,,111,7,1,['miami university']
,,112,7,1,['ucla']
,,113,7,3,"['carnegie mellon university', 'massachusetts institute of technology (mit)', 'rwth aachen university']"
,,114,7,1,['tufts university']
,,115,7,1,['ural federal university']
,,116,7,1,['southern illinois university']
,,117,7,2,"['shanghai university', 'orange france']"
,,118,7,1,['university of illinois at urbana-champaign']
,,119,7,1,['university of science and technology of china']
,,120,7,1,['university of wisconsin - whitewater']
,,121,7,2,"['university of saskatchewan', 'university of twente']"
,,122,7,2,"['missouri state university', 'arizona state university']"
,,123,7,2,"['University of Mary Washington', 'university of new mexico']"
,,124,7,3,"['indian institute of technology, bhubaneswar', 'university of alberta', 'uc irvine']"
,,125,7,0,[]
,,126,7,0,[]
,,127,6,1,['university of minnesota']
,,128,6,0,[]
,,129,6,0,[]
,,130,6,0,[]
,,131,6,0,[]
,,132,6,1,['universitat autÃ²noma de barcelona']
,,133,6,1,['University of Mary Washington']
,,134,6,0,[]
,,135,6,4,"['university of illinois at urbana-champaign', 'purdue university', 'ball state university', 'university at albany']"
,,136,6,1,['purdue university']
,,137,6,0,[]
,,138,6,1,['university of york']
,,139,6,3,"['new york university', 'New York Institute of Technology', 'university of illinois at urbana-champaign']"
,,140,6,1,['istanbul technical university']
,,141,6,0,[]
,,142,6,1,['purdue university']
,,143,6,0,[]
,,144,5,2,"['indian institute of technology, gandhinagar', 'universidad de chile']"
,,145,5,1,['purdue university']
,,146,5,1,['purdue university']
,,147,5,3,"['purdue university', 'vanderbilt university', 'university of maryland']"
,,148,5,2,"['intel corporation', 'texas state university']"
,,149,5,1,['vesim - vivekanand institute of management studies and research']
,,150,5,0,[]
,,151,5,0,[]
,,152,5,0,[]
,,153,5,2,"['chalmers university of technology', 'rochester institute of technology']"
,,154,5,2,"['institute of physics, polish academy of sciences', 'nasa']"
,,155,5,0,[]
,,156,5,0,[]
,,157,5,1,['Wheaton College']
,,158,5,4,"['university of illinois at urbana-champaign', 'aist', 'duke university', 'northwestern university']"
,,159,5,1,['north carolina state university']
,,160,5,3,"['university of illinois at urbana-champaign', 'indian institute of technology, bhubaneswar', 'university of michigan']"
,,161,5,2,"['national institute of standards and technology', 'peking university']"
,,162,5,0,[]
,,163,5,0,[]
,,164,5,2,"['university of connecticut', 'purdue university']"
,,165,5,1,['massachusetts institute of technology (mit)']
,,166,5,4,"['purdue university', 'university of iowa', 'penn state university', 'universidad de los andes']"
,,167,5,1,['the ohio state university']
,,168,5,1,['university of massachusetts amherst']
,,169,5,1,['boise state university']
,,170,5,0,[]
,,171,5,3,"['arizona state university', 'the university of alabama at birmingham', 'portland state university']"
fall2018,150,1,336,11,"['universitÃ© de caen basse-normandie', 'ucla', 'kth royal institute of technology', 'virginia commonwealth university', 'purdue university', 'advanced cooling technologies, inc.', 'university of south florida', 'california state university, fullerton', 'national university of singapore', 'university of modena and reggio emilia', 'national taiwan university']"
,,2,236,16,"['university of central florida', 'rice university', 'university of arkansas', 'universidad de los andes', 'ntnu', 'Citadel Military College of South Carolina', 'ieee', 'university of southern california', 'university of delaware', 'cornell university', 'university of minnesota', 'carnegie mellon university', 'university of massachusetts amherst', 'ucsf', 'uc berkeley', 'university of illinois at chicago']"
,,3,165,15,"['a g groome & associates', 'university of delaware', 'ucla', 'university of toronto', 'cairo university', 'university of illinois at urbana-champaign', 'case western reserve university', 'The University of Tennessee Knoxville', 'ball state university', 'university of waterloo', 'university of california, riverside', 'north carolina state university', 'lawrence berkeley national laboratory', 'university of california, san diego', 'the scripps research institute']"
,,4,110,4,"['massachusetts institute of technology (mit)', 'duke university', 'southern illinois university', 'university of minnesota']"
,,5,79,5,"['the university of texas at el paso', 'tampere university of technology', 'Harvard University', 'university of massachusetts amherst', 'rochester institute of technology']"
,,6,75,9,"['university of california, san diego', 'missouri state university', 'rhode island college', 'massachusetts institute of technology (mit)', 'The University of Texas at San Antonio', 'Santa Clara University', 'university of puerto rico', 'College of Our Lady of the Elms', 'boston university']"
,,7,68,1,['university of illinois at urbana-champaign']
,,8,61,2,"['University of Missouri Kansas City', 'sp-tbi']"
,,9,60,5,"['University of Rochester', 'universiti teknologi malaysia', 'Grand Valley State University', 'university of waterloo', 'universidad complutense de madrid']"
,,10,58,2,"['rice university', 'university of utah']"
,,11,58,7,"['boise state university', 'university of connecticut', 'the university of hong kong', 'university of colorado boulder', 'karunya university', 'city university of hong kong', 'university of arkansas']"
,,12,57,3,"['university of granada', 'Grand Valley State University', 'utec - universidad de ingenierÃ\xada y tecnologÃ\xada']"
,,13,55,0,[]
,,14,54,6,"['West Virginia University', 'columbia university in the city of new york', 'kth royal institute of technology', 'arizona state university', 'california state university, fullerton', 'massachusetts institute of technology (mit)']"
,,15,53,1,['university of florida']
,,16,53,1,['university of reading']
,,17,50,1,['purdue university']
,,18,50,1,['university of illinois at urbana-champaign']
,,19,48,1,['duke university']
,,20,48,9,"['purdue university', 'university of illinois at urbana-champaign', 'auburn university', 'university of sydney', 'arizona state university', 'ieee', 'university of pretoria', 'university of minnesota', 'ucla']"
,,21,46,5,"['university of illinois at urbana-champaign', 'university of central florida', 'northwestern university', 'stony brook university', 'shanghai jiao tong university']"
,,22,38,2,"['national science foundation', 'bml munjal university']"
,,23,37,2,"['arizona state university', 'duke university']"
,,24,32,1,['purdue university']
,,25,29,1,['university of reading']
,,26,29,3,"['arizona state university', 'cairo university', 'sandia national laboratories']"
,,27,29,5,"['tsinghua university', 'uc berkeley', 'soitec', 'klein isd', 'northwestern university']"
,,28,28,1,['purdue university']
,,29,28,1,['university of illinois at urbana-champaign']
,,30,25,1,['university of illinois at urbana-champaign']
,,31,24,0,[]
,,32,24,0,[]
,,33,22,1,['university of illinois at urbana-champaign']
,,34,22,1,"['indian institute of technology, indore']"
,,35,21,1,['graz university of technology']
,,36,21,8,"['university of bradford', 'American River College', 'university of colorado boulder', 'university of trieste', 'istituto italiano di tecnologia', 'north carolina state university', 'university of toronto', 'purdue university']"
,,37,20,2,"['rice university', 'the university of texas at austin']"
,,38,18,2,"['universidad de los andes', 'cun corporaciÃ³n unificada nacional de educaciÃ³n superior']"
,,39,18,1,['duke university']
,,40,17,0,[]
,,41,17,2,"['boise state university', 'universidad de los andes']"
,,42,16,1,['university of michigan']
,,43,16,1,['penn state university']
,,44,16,0,[]
,,45,16,1,['purdue university']
,,46,15,0,[]
,,47,14,1,['shivaji university']
,,48,14,2,"['unc charlotte', 'university of twente']"
,,49,14,0,[]
,,50,13,0,[]
,,51,13,1,['bml munjal university']
,,52,13,1,['iiitdm jabalpur']
,,53,13,1,['university of illinois at urbana-champaign']
,,54,13,2,"['ufrgs', 'university of sydney']"
,,55,13,2,"['stanford university', 'the university of texas at austin']"
,,56,13,2,"['university of illinois at urbana-champaign', 'university of hamburg']"
,,57,13,2,"['university of virginia', 'duke university']"
,,58,13,2,"['purdue university', 'arizona state university']"
,,59,12,1,['university of arkansas']
,,60,12,0,[]
,,61,12,0,[]
,,62,12,2,"['university of melbourne', 'university of michigan']"
,,63,12,0,[]
,,64,12,1,['purdue university']
,,65,12,4,"['northeastern university', 'ku leuven', 'university of alberta', 'the university of texas at austin']"
,,66,12,5,"['missouri s&t', 'university of michigan', 'helmholtz-zentrum geesthacht zentrum fÃ¼r material- und kÃ¼stenforschung', 'johns hopkins university', 'university of illinois at urbana-champaign']"
,,67,11,0,[]
,,68,11,0,[]
,,69,11,0,[]
,,70,11,6,"['purdue university', 'Morgan State University', 'georgia institute of technology', 'hypres', 'iiit delhi', 'university of puerto rico']"
,,71,10,0,[]
,,72,10,1,"[""st. mark's school""]"
,,73,10,0,[]
,,74,10,0,[]
,,75,10,2,"['cornell university', 'tsinghua university']"
,,76,10,0,[]
,,77,10,1,['koÃ§ university']
,,78,10,3,"['purdue university', 'scienomics', 'university of chicago']"
,,79,10,1,['university of massachusetts amherst']
,,80,10,0,[]
