semester,number of clusters,cluster id,users in each cluster,unique institutions,institution list
,,65,6,2,"['purdue university', 'university of toronto']"
,,66,6,2,"['aeroflex', 'uc santa barbara']"
,,67,6,3,"['university of southern california', 'newcastle university', 'hÃ¶gskolan vÃ¤st (university west)']"
,,68,5,1,['southern illinois university']
,,69,5,0,[]
,,70,5,3,"['university of waterloo', 'arizona state university', 'on semiconductor']"
,,71,5,2,"['california state university, long beach', 'purdue university']"
,,72,5,1,['university of utah']
,,73,5,1,['unc charlotte']
,,74,5,2,"['university of illinois at urbana-champaign', 'university of michigan']"
,,75,5,1,['florida international university']
,,76,5,3,"['chalmers university of technology', 'nasa', 'purdue university']"
,,77,5,1,['ufrgs']
,,78,5,2,"['korea institute of science and technology', 'purdue university']"
,,79,5,2,"['sandia national laboratories', 'penn state university']"
,,80,5,2,"['purdue university', 'dublin city university']"
,,81,5,0,[]
spring2011,104,1,395,3,"['northwestern university', 'sheets wholesale inc', 'wisconsin alumni association']"
,,2,135,3,"['university of illinois at urbana-champaign', 'illinois business consulting', 'aim professional group']"
,,3,61,13,"['ilios', 'southern polytechnic state university', 'washington state university', 'cairo university', 'Waukesha County Technical College', 'lawrence livermore national laboratory', 'arizona state university', 'the university of texas at el paso', 'university of illinois at urbana-champaign', 'university of southern maine', 'massachusetts institute of technology (mit)', 'northwestern university', 'university of wisconsin-madison']"
,,4,51,2,"['united business student senate', 'Harvard University']"
,,5,49,5,"['The University of Tennessee Knoxville', 'University of South Alabama', 'stanford university', 'university of texas at dallas', 'zumtobel lighting']"
,,6,44,1,['university of illinois at urbana-champaign']
,,7,42,7,"['consiglio nazionale delle ricerche', 'university of florence', 'ku leuven', 'politecnico di torino', 'epfl (Ã©cole polytechnique fÃ©dÃ©rale de lausanne)', 'stmicroelectronics', 'grenoble inp - institut polytechnique de grenoble']"
,,8,40,9,"['the university of manchester', 'kth royal institute of technology', 'university of illinois at urbana-champaign', 'cornell university', 'purdue university', 'eth zurich', 'university of connecticut', 'university of notre dame', 'florida international university']"
,,9,34,2,"['kaist', 'boise state university']"
,,10,33,8,"['ieee', 'cairo university', 'purdue university', 'massachusetts institute of technology (mit)', 'northwestern university', 'Chicago State University', 'national science foundation', 'university of utah']"
,,11,28,5,"['northwestern university', 'uc berkeley', 'weizmann institute of science', 'University of Mary Washington', 'flinders university']"
,,12,27,5,"['vanderbilt university', 'ohio university', 'clemson university', 'columbia university in the city of new york', 'university of south carolina']"
,,13,26,5,"['university of illinois at urbana-champaign', 'university of arkansas', 'nasa', 'university of vermont', 'University of Alaska Anchorage']"
,,14,25,1,['purdue university']
,,15,23,4,"['university of florida', 'purdue university', 'ball state university', 'colorado school of mines']"
,,16,22,1,['northwestern university']
,,17,20,1,['purdue university']
,,18,19,2,"['north carolina state university', 'South Piedmont Community College']"
,,19,19,1,['purdue university']
,,20,19,6,"['indiana university', 'university of osnabrueck', 'humboldt-universitÃ¤t zu berlin', 'technische universitÃ¤t mÃ¼nchen', 'institute of semiconductors, chinese academy of sciences', 'deutsches diabetes-zentrum']"
,,21,19,2,"['north carolina state university', 'gwdg - gesellschaft fÃ¼r wissenschaftliche datenverarbeitung mbh gÃ¶ttingen']"
,,22,18,3,"['columbia university in the city of new york', 'university of connecticut', 'lanzhou university']"
,,23,16,2,"['aim professional group', 'providence day school']"
,,24,16,3,"['brno university of technology', 'seznam.cz', 'coma s.r.o. - telekomunika?nÃ\xad sÃ\xad? unet']"
,,25,16,3,"['University of Mary Washington', 'boise state university', 'northwestern university']"
,,26,16,4,"['universidad autÃ³noma de madrid', 'The University of Alabama', 'Grand Valley State University', 'purdue university']"
,,27,15,2,"['aim professional group', 'north carolina state university']"
,,28,15,2,"['purdue university', 'university of guelph']"
,,29,15,3,"['universidad de extremadura', 'tu delft', 'ghent university']"
,,30,14,0,[]
,,31,14,2,"['northwestern university', 'university of iceland']"
,,32,13,4,"['purdue university', 'rochester institute of technology', 'North Dakota State College of Science', 'university of illinois at urbana-champaign']"
,,33,12,3,"['columbia university in the city of new york', 'purdue university', 'university of pennsylvania']"
,,34,12,4,"['purdue university', 'university of minnesota', 'universidad de los andes', 'massachusetts institute of technology (mit)']"
,,35,12,2,"['northwestern university', 'University of Akron Main Campus']"
,,36,12,3,"['bilkent university', 'aselsan', 'sabanci university']"
,,37,12,2,"['university of nevada las vegas', 'conocophillips']"
,,38,12,2,"['purdue university', 'kth royal institute of technology']"
,,39,11,2,"['university of illinois at urbana-champaign', 'illinois business consulting']"
,,40,11,1,['purdue university']
,,41,10,1,['hampton university']
,,42,10,2,"['university of illinois at urbana-champaign', 'national science foundation']"
,,43,10,1,['rwth aachen university']
,,44,10,1,['binghamton university']
,,45,10,1,['university of minnesota']
,,46,9,1,['universidad de los andes']
,,47,9,1,['purdue university']
,,48,9,2,"['university of illinois at urbana-champaign', 'colours']"
,,49,9,2,"['Dalton State College', 'northwestern university']"
,,50,9,5,"['serco', 'l-3 communications', 'weizmann institute of science', 'university of colorado boulder', 'universitatea ovidius din constanta']"
,,51,9,5,"['university of alberta', 'ieee', 'georgia institute of technology', 'kth royal institute of technology', 'massachusetts institute of technology (mit)']"
,,52,8,1,['boise state university']
,,53,8,2,"[""isep - ecole d'ingÃ©nieurs du numÃ©rique"", 'stanford university']"
,,54,8,5,"['stanford university', 'remec broadband', 'intel corporation', 'university of minnesota', 'instituto de la ingenierÃ\xada de espaÃ±a']"
,,55,8,3,"['university of texas at dallas', 'cornell university', 'CUNY Borough of Manhattan Community College']"
,,56,8,3,"['seoul national university', 'university of kentucky', 'university of valencia']"
,,57,8,2,"['epfl (Ã©cole polytechnique fÃ©dÃ©rale de lausanne)', 'oak ridge national laboratory']"
,,58,8,1,['southern illinois university']
,,59,7,1,['The University of Tennessee Knoxville']
,,60,7,1,['arizona state university']
,,61,7,5,"['caltech', 'university of illinois at urbana-champaign', 'national institutes of health', 'university of wisconsin-madison', 'Kettering University']"
,,62,7,1,['universidade de aveiro']
,,63,7,5,"['the university of texas at austin', 'auburn university', 'Morgan State University', 'grupa onet.pl sa', 'inl  - international iberian nanotechnology laboratory']"
,,64,7,1,['purdue university']
,,65,7,1,['cornell university']
,,66,7,0,[]
,,67,7,2,"['rensselaer polytechnic institute', 'ge']"
,,68,7,2,"['kth royal institute of technology', 'university of illinois at urbana-champaign']"
,,69,7,1,['arizona state university']
,,70,7,3,"['The University of Tennessee Knoxville', 'Texas Tech University', 'penn state university']"
,,71,6,0,[]
,,72,6,0,[]
,,73,6,1,['university of sydney']
,,74,6,2,"['inti', 'north carolina state university']"
,,75,6,3,"['university of illinois at urbana-champaign', 'purdue university', 'boston university']"
,,76,6,2,"['paul scherrer institut', 'university at buffalo']"
,,77,6,1,['northwestern university']
,,78,6,1,['University of Wisconsin Platteville']
,,79,6,0,[]
,,80,6,2,"['poznan supercomputing and networking center', 'university of california, san diego']"
,,81,6,1,['the university of texas at el paso']
,,82,6,3,"['purdue university', 'uqtr - universitÃ© du quÃ©bec Ã\xa0 trois-riviÃ¨res', 'mcgill university']"
,,83,6,0,[]
,,84,6,2,"['sandia national laboratories', 'boise state university']"
,,85,6,1,['northwestern university']
,,86,6,2,"['university of illinois at urbana-champaign', 'epir']"
,,87,6,1,['university of illinois at urbana-champaign']
,,88,5,2,"['University of Oklahoma Norman Campus', 'university of south florida']"
,,89,5,1,['north carolina state university']
,,90,5,2,"['massachusetts institute of technology (mit)', 'auburn university']"
,,91,5,2,"['stanford university', 'lehigh university']"
,,92,5,3,"['university of louisville', 'uc santa cruz', 'university of alberta']"
,,93,5,1,['the university of texas at el paso']
,,94,5,1,['purdue university']
,,95,5,4,"['universidad eafit', 'johannes kepler university', 'West Virginia University', 'kaust']"
,,96,5,0,[]
,,97,5,1,['purdue university']
,,98,5,1,['university of southern california']
,,99,5,1,['stanford university']
,,100,5,2,"['purdue university', 'ucsb alumni association']"
,,101,5,1,['stanford university']
,,102,5,1,['tulane university']
,,103,5,1,"['breakthrough technology development, inc.']"
,,104,5,1,['purdue university']
fall2011,89,1,188,3,"['northwestern university', 'Dominican University', 'arizona state university']"
,,2,145,5,"['university of illinois at urbana-champaign', 'illinois business consulting', 'northwestern university', 'drexel university', 'laas-cnrs']"
,,3,140,12,"['birla institute of technology and science, pilani - goa campus', 'southern polytechnic state university', 'massachusetts institute of technology (mit)', 'university of udine', 'university of colorado boulder', 'kth royal institute of technology', 'ball state university', 'university of puerto rico', 'philips', 'brno university of technology', 'the university of texas at el paso', 'arizona state university']"
,,4,74,3,"['university of maryland', 'ieee', 'north carolina state university']"
,,5,63,5,"['university of illinois at urbana-champaign', 'chalmers university of technology', 'illinois institute of technology', 'lawrence berkeley national laboratory', 'purdue university']"
,,6,55,6,"['arizona state university', 'lawrence livermore national laboratory', 'university of illinois at urbana-champaign', 'university of canterbury', 'the university of texas at el paso', 'north carolina state university']"
