user,tool,start,end,ip,lon,lat
sanika.pandharkar,cvgraph,2016-03-21,2016-03-25,183.87.82.66,72.9635009765625,19.19700050354004
sanika.pandharkar,cvgraph,2016-02-15,2016-02-19,183.87.82.66,72.9635009765625,19.19700050354004
saniya.hans,cvgraph,2016-03-20,2016-03-24,183.87.82.66,72.9635009765625,19.19700050354004
saniyaleblanc,thermo,2016-02-06,2016-02-11,128.164.219.210,-77.04640197753906,38.900901794433594
saniyaleblanc,thermo,2016-02-06,2016-02-11,161.253.74.50,-77.04640197753906,38.900901794433594
sanjajt,mosfetsat,2016-01-25,2016-01-29,103.224.6.90,72.88259887695312,19.072799682617188
sanjay.s,sugaradxl,2016-03-14,2016-03-18,49.248.31.226,72.88259887695312,19.072799682617188
sanjay.s,sugarcube,2016-03-14,2016-03-18,49.248.31.226,72.88259887695312,19.072799682617188
sanjay.s,sugarchevron,2016-03-14,2016-03-18,49.248.31.226,72.88259887695312,19.072799682617188
sanjay260676,spice3f4,2016-02-22,2016-02-26,117.211.191.5,77.0,20.0
sanjay260676,nanofinfet,2016-02-22,2016-02-26,117.211.191.5,77.0,20.0
sanjay260676,fettoy,2016-02-22,2016-02-26,117.211.191.5,77.0,20.0
sanjay260676,pvanalyzer,2016-02-22,2016-02-26,117.211.191.5,77.0,20.0
sanjay260676,1dhetero,2016-02-22,2016-02-26,117.211.191.5,77.0,20.0
sanjaymenaria,sbcnfet,2016-04-11,2016-04-15,172.249.148.69,-117.89409637451172,33.88399887084961
sanjayprajapati75,mtjlab,2016-01-29,2016-02-02,103.37.201.13,77.88469696044922,29.86750030517578
sanjayprajapati75,mtjlab,2016-01-09,2016-01-13,103.37.201.13,77.88469696044922,29.86750030517578
sanjibkabi,demons,2016-01-31,2016-02-04,131.96.4.216,-84.38860321044922,33.75529861450195
sanjibkabi,moca-ensemble,2016-02-06,2016-02-10,131.96.4.216,-84.38860321044922,33.75529861450195
sanjibkabi,moca-ensemble,2016-01-31,2016-02-07,131.96.4.216,-84.38860321044922,33.75529861450195
sanjibkabi,bulkmc,2016-02-06,2016-02-10,131.96.4.216,-84.38860321044922,33.75529861450195
