,year_month,simtotal_track,clustered_track,clustered_m_track,clustered_x_track,clustered_mx_track,self_identified_track,self_track,researcher_track,all_researchers,clustered_track_per,self_identified_track_per,researcher_track_per,self_track_per,all_researchers_per
186,2015-07-01,72170,30172,5897,5704,18571,430,40777,1630,2060,41.32641181224233,0.5889684833376707,2.232601460093961,55.85201824432604,2.8215699434316317
187,2015-08-01,72768,30409,5953,5744,18712,461,41112,1644,2105,41.30198571156928,0.6261375057724173,2.2329068535571674,55.83896992910113,2.8590443593295847
188,2015-09-01,73471,30785,6041,5805,18939,498,41415,1653,2151,41.40495756613899,0.6697959677744751,2.223238423155035,55.7020080429315,2.89303439092951
189,2015-10-01,74878,31780,6105,6078,19597,558,41797,1674,2232,41.921143927502015,0.7360603622261209,2.208181086678363,55.13461462359351,2.9442414489044837
190,2015-11-01,75908,32406,6198,6191,20017,594,42174,1687,2281,42.16182459244611,0.7728236687006413,2.1948712611077137,54.870480477745545,2.967694929808355
191,2015-12-01,76766,32964,6309,6248,20407,616,42464,1693,2309,42.40451779718795,0.7924154521013159,2.177856104557675,54.62521064615306,2.9702715566589912
192,2016-01-01,77364,33219,6361,6273,20585,638,42789,1698,2336,42.401460226692535,0.8143571939140202,2.1673644439906057,54.61681813540283,2.981721637904626
193,2016-02-01,78114,33652,6434,6392,20826,671,43083,1705,2376,42.53770019339915,0.8481753485608827,2.1551996561792923,54.458924801860675,3.003375004740175
194,2016-03-01,79143,34258,6520,6569,21169,723,43466,1717,2440,42.7348934683898,0.9019011027393843,2.1418591886632403,54.22134624020758,3.0437602914026245
195,2016-04-01,80263,34912,6592,6676,21644,754,43908,1726,2480,42.94218942189422,0.9274292742927429,2.1230012300123002,54.00738007380074,3.050430504305043
196,2016-05-01,81251,35377,6718,6724,21935,789,44406,1733,2522,42.98280784885487,0.9586294878804447,2.105582892898366,53.95297977036632,3.06421238077881
197,2016-06-01,81895,35571,6780,6755,22036,833,44821,1739,2572,42.87522298828407,1.004049949375633,2.096089870305193,54.024637192035094,3.1001398196808254
198,2016-07-01,82508,35728,6867,6768,22093,868,45244,1751,2619,42.741443456831476,1.0383893002835234,2.0947231161249418,54.12544412676006,3.133112416408465
199,2016-08-01,83323,36203,6913,6833,22457,895,45559,1758,2653,42.88692767873009,1.060238109340757,2.0825682639341347,53.970265947995024,3.1428063732748917
200,2016-09-01,84283,36749,7014,6956,22779,929,45952,1768,2697,43.032623714841094,1.0878474905735498,2.0703060961615027,53.80922269842385,3.1581535867350525
201,2016-10-01,85851,37850,7129,7239,23482,963,46397,1778,2741,43.51174874695361,1.1070492481721617,2.0439600864487057,53.337241918425526,3.1510093346208676
202,2016-11-01,86980,38453,7246,7347,23860,1001,46894,1788,2789,43.629164019242985,1.1357447581011164,2.028682944540256,53.20640827811564,3.1644277026413725
203,2016-12-01,88334,39279,7348,7436,24495,1006,47414,1800,2806,43.88764120269501,1.1240349054179377,2.0111956558173834,52.97712823606968,3.1352305612353213
204,2017-01-01,89046,39569,7422,7462,24685,1012,47825,1810,2822,43.86029085749756,1.121752239070675,2.006296000709409,53.011660902722355,3.128048239780083
205,2017-02-01,89975,39985,7521,7612,24852,1017,48330,1817,2834,43.86773305247452,1.115755521179607,1.9934393136512745,53.0230721126946,3.1091948348308813
206,2017-03-01,91194,40673,7615,7819,25239,1025,48852,1826,2851,44.02983458907075,1.1095955659478651,1.9767039057763922,52.88386593920499,3.0862994717242573
207,2017-04-01,92497,41471,7758,7990,25723,1031,49348,1836,2867,44.265952223384495,1.1004845974852164,1.9597378477040326,52.67382533142625,3.0602224451892495
208,2017-05-01,93523,41991,7858,8068,26065,1036,49847,1841,2877,44.33405479596685,1.093807739006493,1.943725914585863,52.6284115504408,3.037533653592356
209,2017-06-01,94316,42323,7928,8136,26259,1041,50300,1851,2892,44.31031775113857,1.0898811704967806,1.9379155106527772,52.66188556771188,3.0277966811495576
210,2017-07-01,95008,42606,7999,8161,26446,1050,50693,1861,2911,44.284377923292794,1.091362644215778,1.934310362748155,52.68994906974327,3.0256730069639333
211,2017-08-01,95680,42851,8069,8216,26566,1053,51109,1870,2923,44.229637810555,1.0868779868501182,1.9301631865239515,52.75332101607093,3.0170411733740696
212,2017-09-01,96977,43654,8167,8372,27115,1058,51598,1874,2932,44.461419375865724,1.0775686466226677,1.9086612890083923,52.55235068850321,2.98622993563106
213,2017-10-01,98429,44640,8318,8626,27696,1061,52057,1882,2943,44.80128462464874,1.064833400240867,1.8887996788438377,52.24508229626657,2.953633079084705
214,2017-11-01,99572,45285,8442,8748,28095,1066,52546,1890,2956,44.93138996100687,1.0576760891781678,1.8752418466667329,52.13569210314822,2.932917935844901
215,2017-12-01,100751,45922,8575,8835,28512,1074,53079,1896,2970,45.034372517676594,1.0532406272371557,1.8593521687538614,52.05303468633239,2.912592795991017
216,2018-01-01,101390,46136,8624,8864,28648,1078,53496,1903,2981,44.96116476469843,1.0505491506924074,1.8545408476508825,52.13374523695828,2.90508999834329
217,2018-02-01,102379,46643,8720,8972,28951,1084,53972,1908,2992,45.019158937137455,1.0462613529973843,1.841574410995396,52.09300529886976,2.8878357639927805
218,2018-03-01,103415,47177,8853,9088,29236,1089,54467,1918,3007,45.080314569378224,1.040601618713629,1.8327584065130766,52.04632540539508,2.873360025226706
219,2018-04-01,104507,47771,9006,9186,29579,1095,54959,1922,3017,45.17480401335263,1.0354903685210928,1.8175456514132788,51.97215996671301,2.853036019934372
220,2018-05-01,105813,48552,9120,9294,30138,1099,55476,1928,3027,45.352388958946335,1.0265751249357806,1.8009434402877025,51.82009247583018,2.8275185652234835
221,2018-06-01,106558,48884,9211,9340,30333,1102,55886,1934,3036,45.34441496762703,1.0222065562213607,1.793963230246925,51.83941524590468,2.8161697864682855
222,2018-07-01,107193,49115,9291,9364,30460,1105,56282,1943,3048,45.290239291806905,1.0189496980035964,1.7916916409239707,51.89911936926552,2.8106413389275673
223,2018-08-01,108257,49684,9363,9597,30724,1111,56767,1948,3059,45.36937266003105,1.0145192219888595,1.7788329832891974,51.8372751346909,2.793352205278057
224,2018-09-01,109311,50252,9432,9797,31023,1112,57244,1957,3069,45.45018767240989,1.0057432279654503,1.7699995477773254,51.77406955184733,2.7757427757427755
225,2018-10-01,110608,51076,9526,9955,31595,1120,57706,1962,3082,45.65901451762855,1.0012157619967104,1.7539154687835228,51.58585425159122,2.755131230780233
226,2018-11-01,112292,52243,9708,10312,32223,1122,58216,1972,3094,46.00759116888149,0.9880848590526009,1.736633994698511,51.26768997736739,2.724718853751112
227,2018-12-01,113456,52856,9828,10432,32596,1131,58759,1974,3105,46.07391910739191,0.9858786610878661,1.7207112970711296,51.2194909344491,2.706589958158996
228,2019-01-01,114248,53233,9909,10458,32866,1136,59167,1976,3112,46.08438950065794,0.9834476071750121,1.7106447814945631,51.221518110672484,2.6940923886695756
229,2019-02-01,115435,53899,10044,10586,33269,1139,59683,1979,3118,46.18594687232219,0.976006855184233,1.6958011996572406,51.14224507283633,2.671808054841474
230,2019-03-01,116648,54607,10183,10704,33720,1142,60183,1983,3125,46.310477886613235,0.9684942543357503,1.6817198829665436,51.03930797608447,2.650214137302294
231,2019-04-01,117924,55300,10308,10833,34159,1145,60757,1993,3138,46.39456353034942,0.9606107638743236,1.6720500020974034,50.97277570367884,2.632660765971727
232,2019-05-01,119357,56230,10432,10966,34832,1149,61255,1997,3146,46.61322545614311,0.9524914822889639,1.6554616972420024,50.77882136432592,2.6079531795309663
233,2019-06-01,120320,56677,10525,11020,35132,1153,61762,2007,3160,46.60975830393342,0.9481985871594338,1.65050699430094,50.7915361146062,2.598705581460374
234,2019-07-01,120933,56926,10647,11044,35235,1158,62118,2012,3170,46.578951674930856,0.9475182875938926,1.6462925687728083,50.827237468702435,2.593810856366701
235,2019-08-01,121632,57215,10740,11093,35382,1162,62519,2017,3179,46.549185196032965,0.9453841334927958,1.6409981043502313,50.86443256612401,2.586382237843027
236,2019-09-01,122384,57583,10798,11267,35518,1167,62895,2024,3191,46.562194244313446,0.9436479635155133,1.6366268021897161,50.85753098998133,2.580274765705229
237,2019-10-01,123636,58376,10916,11494,35966,1167,63349,2030,3197,46.72995949472471,0.9341829301484126,1.6250140087414549,50.71084356638542,2.559196938889867
238,2019-11-01,125053,59228,11076,11641,36511,1173,63903,2037,3210,46.87947697105453,0.9284396989100925,1.6123032111507747,50.57978011888461,2.540742910060867
239,2019-12-01,126194,59877,11211,11714,36952,1175,64389,2046,3221,46.96714174778605,0.92166260089264,1.6048695161075248,50.50632613521378,2.5265321170001647
240,2020-01-01,126900,60133,11276,11745,37112,1179,64833,2050,3229,46.90744568820937,0.9196926557198017,1.5991263309801476,50.57373532509069,2.5188189866999493
241,2020-02-01,128092,60935,11360,11928,37647,1180,65219,2057,3237,47.09369276070206,0.9119645106692119,1.5897550834292957,50.40458764519944,2.5017195940985077
242,2020-03-01,129191,61539,11448,12099,37992,1185,65705,2067,3252,47.15776728788622,0.9080738106915155,1.58395659637077,50.350202305051496,2.4920304070622854
243,2020-04-01,130696,62415,11683,12254,38478,1190,66328,2074,3264,47.281583552387374,0.9014673464285985,1.5711288037755573,50.24582029740847,2.472596150204156
244,2020-05-01,132708,63631,12115,12399,39117,1196,67115,2086,3282,47.475900558092334,0.8923508520607634,1.5563912018384218,50.07535738800848,2.4487420538991853
245,2020-06-01,134365,64495,12573,12470,39452,1202,67903,2090,3292,47.53113715085858,0.8858427297516397,1.540275628270322,50.042744491119464,2.4261183580219616
246,2020-07-01,135653,65044,12900,12504,39640,1206,68634,2095,3301,47.48465093189467,0.880426926755196,1.5294315186999468,50.10549062265019,2.409858445455143
247,2020-08-01,136520,65337,13058,12543,39736,1221,69191,2100,3321,47.397514671851084,0.8857518008835755,1.5234060457457073,50.19332748151963,2.4091578466292827
248,2020-09-01,137824,66019,13261,12766,39992,1230,69803,2104,3334,47.44243870188853,0.8839000833596826,1.511972175112823,50.161689039638965,2.395872258472506
249,2020-10-01,139449,66942,13546,12949,40447,1238,70493,2113,3351,47.54876195076215,0.879348798886253,1.500859460457716,50.071029789893885,2.380208259343969
250,2020-11-01,141441,68179,13874,13181,41124,1242,71238,2123,3365,47.75041671919429,0.869857545068706,1.486882099984592,49.892843635752406,2.356739645053298
251,2020-12-01,143394,69425,14213,13351,41861,1247,71939,2130,3377,47.96498573313712,0.8615388867010729,1.4715940887516323,49.701881291410174,2.3331329754527053
252,2021-01-01,track,70031,14433,13416,42182,1250,72550,2131,3381,47.9789260218413,0.8563872788808045,1.4599690330359956,49.7047176662419,2.3163563119168002
253,2021-02-01,144614,70812,14670,13606,42536,1254,73297,2134,3388,48.00911204973661,0.8501867834600026,1.4468090876424606,49.69389207916093,2.296995871102463
254,2021-03-01,146147,71720,14868,13857,42995,1262,74030,2137,3399,48.08614204587359,0.8461337320397724,1.432795392526936,49.634928829559705,2.2789291245667083
255,2021-04-01,147796,72533,15067,14029,43437,1265,74783,2138,3403,48.124655816453135,0.839310239584923,1.4185338278518302,49.617500116110115,2.257844067436753
256,2021-05-01,149366,73523,15365,14164,43994,1281,75459,2142,3423,48.24185558216594,0.8405236048686068,1.4054656999442277,49.51215511302123,2.2459893048128343
257,2021-06-01,151043,74594,15713,14296,44585,1319,76067,2148,3467,48.3974358974359,0.855782206996782,1.3936468389909684,49.353135056576356,2.2494290459877506
258,2021-07-01,152750,74922,15921,14321,44680,1374,76554,2150,3524,48.336774193548386,0.8864516129032258,1.3870967741935483,49.38967741935484,2.273548387096774
259,2021-08-01,153610,75264,16046,14407,44811,1434,77109,2154,3588,48.25821840075403,0.9194606343893666,1.38111450939658,49.44120645546002,2.3005751437859465
260,2021-09-01,154550,76024,16227,14622,45175,1475,77633,2158,3633,48.333651217496346,0.9377582808824465,1.3719880475554709,49.35660245406574,2.3097463284379174
261,2021-10-01,155864,76994,16405,14893,45696,1517,78178,2162,3679,48.4693203064507,0.9549829714638245,1.3610238525410605,49.214672869544415,2.316006824004885
262,2021-11-01,157412,77773,16546,15098,46129,1570,78795,2163,3733,48.51685267091285,0.979407489660077,1.34933656059538,49.1544032788317,2.328744050255457
263,2021-12-01,158850,78987,16817,15250,46920,1620,79400,2166,3786,48.70539485611045,0.9989332379619296,1.3356107366824317,48.960061169245186,2.3345439746443613
264,2022-01-01,160695,79561,17025,15298,47238,1652,79872,2170,3822,48.734188845670886,1.0119138770634897,1.329208906312211,48.92468837095342,2.3411227833757007
265,2022-02-01,161769,79561,17025,15298,47238,1693,81391,2175,3868,48.271447639849534,1.0271811673340614,1.3196214051692756,49.38174978764713,2.346802572503337
266,2022-03-01,163334,79561,17025,15298,47238,1721,81981,2177,3898,48.09054642166345,1.0402562862669247,1.315884912959381,49.55331237911025,2.3561411992263057
267,2022-04-01,163954,79561,17025,15298,47238,1721,81981,2177,3898,48.09054642166345,1.0402562862669247,1.315884912959381,49.55331237911025,2.3561411992263057
268,2022-05-01,163954,79561,17025,15298,47238,1721,81981,2177,3898,48.09054642166345,1.0402562862669247,1.315884912959381,49.55331237911025,2.3561411992263057
269,2022-06-01,163954,79561,17025,15298,47238,1721,81981,2177,3898,48.09054642166345,1.0402562862669247,1.315884912959381,49.55331237911025,2.3561411992263057
270,2022-07-01,163954,79561,17025,15298,47238,1721,81981,2177,3898,48.09054642166345,1.0402562862669247,1.315884912959381,49.55331237911025,2.3561411992263057
271,2022-08-01,163954,79561,17025,15298,47238,1721,81981,2177,3898,48.09054642166345,1.0402562862669247,1.315884912959381,49.55331237911025,2.3561411992263057
272,2022-09-01,163954,79561,17025,15298,47238,1721,81981,2177,3898,48.09054642166345,1.0402562862669247,1.315884912959381,49.55331237911025,2.3561411992263057
273,2022-10-01,163954,79561,17025,15298,47238,1721,81981,2177,3898,48.09054642166345,1.0402562862669247,1.315884912959381,49.55331237911025,2.3561411992263057
274,2022-11-01,163954,79561,17025,15298,47238,1721,81981,2177,3898,48.09054642166345,1.0402562862669247,1.315884912959381,49.55331237911025,2.3561411992263057
275,2022-12-01,163954,79561,17025,15298,47238,1721,81981,2177,3898,48.09054642166345,1.0402562862669247,1.315884912959381,49.55331237911025,2.3561411992263057
276,2023-01-01,163954,79561,17025,15298,47238,1721,81981,2177,3898,48.09054642166345,1.0402562862669247,1.315884912959381,49.55331237911025,2.3561411992263057
